Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
83	7	5	0	6	ppp-d-24801	PPP (D)	2016-06-27	2016-06-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
35	39	10	4	12	ppp-d-24801	PPP (D)	2016-06-27	2016-06-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
44	48			7	ppp-d-24801	PPP (D)	2016-06-27	2016-06-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	853	3	IVR/Online	Pollster	Dem
12	86			2	ppp-d-24801	PPP (D)	2016-06-27	2016-06-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
85	8			7	ppp-d-24801	PPP (D)	2016-06-27	2016-06-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
39	45			16	ppp-d-24801	PPP (D)	2016-06-27	2016-06-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
38	44		7	10	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters	1017	3	Live Phone	Nonpartisan	None
6	83		4	8	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters - Democrat			Live Phone	Nonpartisan	None
74	10		8	8	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters - Republican			Live Phone	Nonpartisan	None
39	31		13	16	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters - independent			Live Phone	Nonpartisan	None
36	41	10	4	10	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters	1017	3	Live Phone	Nonpartisan	None
5	79	5	3	8	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters - Democrat			Live Phone	Nonpartisan	None
71	7	13	3	6	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters - Republican			Live Phone	Nonpartisan	None
37	29	14	6	14	fox-24803	FOX	2016-06-26	2016-06-28		Registered Voters - independent			Live Phone	Nonpartisan	None
37	48	8	3	4	gqr-d-democracy-corps-24835	GQR (D-Democracy Corps)	2016-06-23	2016-06-28		Likely Voters	900	3.27	Live Phone	Sponsor	Dem
35	40	8	7	11	yougov-economist-24795	YouGov/Economist	2016-06-24	2016-06-27		Registered Voters	1069		Internet	Nonpartisan	None
4	80	3	4	8	yougov-economist-24795	YouGov/Economist	2016-06-24	2016-06-27		Registered Voters - Democrat	412		Internet	Nonpartisan	None
75	3	7	3	12	yougov-economist-24795	YouGov/Economist	2016-06-24	2016-06-27		Registered Voters - Republican	345		Internet	Nonpartisan	None
34	26	14	12	14	yougov-economist-24795	YouGov/Economist	2016-06-24	2016-06-27		Registered Voters - independent	312		Internet	Nonpartisan	None
39	44			18	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters	4001	2	Internet	Nonpartisan	None
10	80			10	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters - Democrat	1480		Internet	Nonpartisan	None
79	10			11	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters - Republican	1220		Internet	Nonpartisan	None
35	33			32	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters - independent	1301		Internet	Nonpartisan	None
36	39	11		13	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters	4001	2	Internet	Nonpartisan	None
9	77	6		8	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters - Democrat	1480		Internet	Nonpartisan	None
76	8	8		8	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters - Republican	1220		Internet	Nonpartisan	None
30	25	20		24	morning-consult-24776	Morning Consult	2016-06-24	2016-06-27		Registered Voters - independent	1301		Internet	Nonpartisan	None
40	42		6	12	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters	1610	2.4	Live Phone	Nonpartisan	None
3	89		3	6	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters - Democrat			Live Phone	Nonpartisan	None
84	6		3	8	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters - Republican			Live Phone	Nonpartisan	None
36	34		10	20	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters - independent			Live Phone	Nonpartisan	None
37	39	8	5	10	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters	1610	2.4	Live Phone	Nonpartisan	None
3	83	3	3	8	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters - Democrat			Live Phone	Nonpartisan	None
81	5	5	0	9	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters - Republican			Live Phone	Nonpartisan	None
32	32	14	9	14	quinnipiac-24794	Quinnipiac	2016-06-21	2016-06-27		Registered Voters - independent			Live Phone	Nonpartisan	None
41	49			10	nbc-surveymonkey-24791	NBC/SurveyMonkey	2016-06-20	2016-06-26		Registered Voters	5818	1.8	Internet	Nonpartisan	None
36	42	9	5	7	nbc-surveymonkey-24791	NBC/SurveyMonkey	2016-06-20	2016-06-26		Registered Voters	5818	1.8	Internet	Nonpartisan	None
36	45	11	4	3	pew-24834	Pew	2016-06-15	2016-06-26		Registered Voters	1655		Live Phone	Nonpartisan	None
42	51			7	pew-24834	Pew	2016-06-15	2016-06-26		Registered Voters	1655		Live Phone	Nonpartisan	None
39	51		8	2	abc-post-24764	ABC/Post	2016-06-20	2016-06-23		Registered Voters	836	4	Live Phone	Nonpartisan	None
34	47	7	5	11	abc-post-24764	ABC/Post	2016-06-20	2016-06-23		Registered Voters	836	4	Live Phone	Nonpartisan	None
41	46		11	2	nbc-wsj-24765	NBC/WSJ	2016-06-19	2016-06-23		Registered Voters	1000	3.1	Live Phone	Nonpartisan	None
38	39	10	7	6	nbc-wsj-24765	NBC/WSJ	2016-06-19	2016-06-23		Registered Voters	1000	3.1	Live Phone	Nonpartisan	None
34	44		13	10	ipsos-reuters-24752	Ipsos/Reuters	2016-06-18	2016-06-22		Registered Voters	1339		Internet	Nonpartisan	None
10	72		10	8	ipsos-reuters-24752	Ipsos/Reuters	2016-06-18	2016-06-22		Registered Voters - Democrat			Internet	Nonpartisan	None
76	9		10	5	ipsos-reuters-24752	Ipsos/Reuters	2016-06-18	2016-06-22		Registered Voters - Republican			Internet	Nonpartisan	None
32	27		27	14	ipsos-reuters-24752	Ipsos/Reuters	2016-06-18	2016-06-22		Registered Voters - independent			Internet	Nonpartisan	None
39	44		11	6	rasmussen-24754	Rasmussen	2016-06-20	2016-06-21		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
39	43	4	7	7	yougov-economist-24739	YouGov/Economist	2016-06-18	2016-06-20		Registered Voters	1011	4.2	Internet	Nonpartisan	None
6	86	0	4	4	yougov-economist-24739	YouGov/Economist	2016-06-18	2016-06-20		Registered Voters - Democrat	425		Internet	Nonpartisan	None
80	4	4	5	7	yougov-economist-24739	YouGov/Economist	2016-06-18	2016-06-20		Registered Voters - Republican	247		Internet	Nonpartisan	None
41	32	7	11	9	yougov-economist-24739	YouGov/Economist	2016-06-18	2016-06-20		Registered Voters - independent	339		Internet	Nonpartisan	None
41	50		3	6	arg-24728	ARG	2016-06-17	2016-06-20		Registered Voters	987	3.2	Live Phone	Nonpartisan	None
5	89		1	5	arg-24728	ARG	2016-06-17	2016-06-20		Registered Voters - Democrat			Live Phone	Nonpartisan	None
79	9		3	9	arg-24728	ARG	2016-06-17	2016-06-20		Registered Voters - Republican			Live Phone	Nonpartisan	None
45	45		4	6	arg-24728	ARG	2016-06-17	2016-06-20		Registered Voters - independent			Live Phone	Nonpartisan	None
40	42			17	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters	3891	2	Internet	Nonpartisan	None
10	80			10	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters - Democrat	1451		Internet	Nonpartisan	None
80	9			11	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters - Republican	1175		Internet	Nonpartisan	None
39	30			31	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters - independent	1265		Internet	Nonpartisan	None
38	38	10		14	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters	3891	2	Internet	Nonpartisan	None
9	76	5		10	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters - Democrat	1451		Internet	Nonpartisan	None
77	7	8		8	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters - Republican	1175		Internet	Nonpartisan	None
34	24	18		25	morning-consult-24717	Morning Consult	2016-06-15	2016-06-20		Registered Voters - independent	1265		Internet	Nonpartisan	None
42	47		10	1	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters	891	3.5	Live Phone	Nonpartisan	None
6	90		5	0	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters - Democrat			Live Phone	Nonpartisan	None
86	6		8	0	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters - Republican			Live Phone	Nonpartisan	None
41	42		15	1	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters - independent			Live Phone	Nonpartisan	None
38	42	9	8	4	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters	891	3.5	Live Phone	Nonpartisan	None
5	87	1	5	1	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters - Democrat			Live Phone	Nonpartisan	None
84	4	6	3	4	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters - Republican			Live Phone	Nonpartisan	None
34	32	16	13	5	cnn-24723	CNN	2016-06-16	2016-06-19		Registered Voters - independent			Live Phone	Nonpartisan	None
40	47		5	8	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters	803	3.5	Live Phone	Nonpartisan	None
6	87		2	5	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters - Democrat			Live Phone	Nonpartisan	None
84	8		4	4	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters - Republican			Live Phone	Nonpartisan	None
37	42		9	11	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters - independent			Live Phone	Nonpartisan	None
36	42	9	6	5	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters	803	3.5	Live Phone	Nonpartisan	None
6	85	3	2	4	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters - Democrat			Live Phone	Nonpartisan	None
79	7	6	5	3	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters - Republican			Live Phone	Nonpartisan	None
32	31	18	11	8	monmouth-university-24712	Monmouth University	2016-06-15	2016-06-19		Registered Voters - independent			Live Phone	Nonpartisan	None
42	48			10	nbc-surveymonkey-24724	NBC/SurveyMonkey	2016-06-13	2016-06-19		Registered Voters	16135	1.1	Internet	Nonpartisan	None
38	42	9	5	7	nbc-surveymonkey-24724	NBC/SurveyMonkey	2016-06-13	2016-06-19		Registered Voters	16135	1.1	Internet	Nonpartisan	None
45	50		5		gravis-marketing-oann-24702	Gravis Marketing/OANN	2016-06-16	2016-06-16		Registered Voters	2197	2.1	Automated Phone	Sponsor	Rep
39	44		14	4	rasmussen-24690	Rasmussen	2016-06-14	2016-06-15		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
32	41		15	11	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters	1323		Internet	Nonpartisan	None
8	75		11	5	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters - Democrat			Internet	Nonpartisan	None
68	6		14	12	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters - Republican			Internet	Nonpartisan	None
25	27		30	19	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters - independent			Internet	Nonpartisan	None
29	39	6	12	13	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters	1323		Internet	Nonpartisan	None
6	72	3	13	7	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters - Democrat			Internet	Nonpartisan	None
64	5	8	8	14	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters - Republican			Internet	Nonpartisan	None
24	24	12	20	21	ipsos-reuters-24692	Ipsos/Reuters	2016-06-11	2016-06-15		Registered Voters - independent			Internet	Nonpartisan	None
35	40		16	9	cnbc-24718	CNBC	2016-06-11	2016-06-13		Registered Voters	801	3.5	Live Phone	Nonpartisan	None
37	49	9		5	bloomberg-selzer-24677	Bloomberg/Selzer	2016-06-10	2016-06-13		Likely Voters	750	3.6	Live Phone	Nonpartisan	None
36	54			9	bloomberg-selzer-24677	Bloomberg/Selzer	2016-06-10	2016-06-13		Likely Voters	750	3.6	Live Phone	Nonpartisan	None
37	43		5	15	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters	1048	4	Live Phone	Nonpartisan	None
6	81		3	10	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters - Democrat	369		Live Phone	Nonpartisan	None
73	6		4	16	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters - Republican	305		Live Phone	Nonpartisan	None
37	35		8	21	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters - independent	374		Live Phone	Nonpartisan	None
32	39	11	4	15	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters	1048	4	Live Phone	Nonpartisan	None
6	75	5	3	10	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters - Democrat	369		Live Phone	Nonpartisan	None
67	6	9	4	14	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters - Republican	305		Live Phone	Nonpartisan	None
29	30	17	5	19	cbs-24687	CBS	2016-06-09	2016-06-13		Registered Voters - independent	374		Live Phone	Nonpartisan	None
42	49			9	nbc-surveymonkey-24667	NBC/SurveyMonkey	2016-06-06	2016-06-12		Registered Voters	9355	1.4	Internet	Nonpartisan	None
38	42	9	5	6	nbc-surveymonkey-24667	NBC/SurveyMonkey	2016-06-06	2016-06-12		Registered Voters	9355	1.4	Internet	Nonpartisan	None
37	42			21	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters	1362	3	Internet	Nonpartisan	None
8	78			14	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters - Democrat	477		Internet	Nonpartisan	None
74	13			13	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters - Republican	433		Internet	Nonpartisan	None
33	32			35	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters - independent	452		Internet	Nonpartisan	None
33	39	10		19	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters	1362	3	Internet	Nonpartisan	None
6	75	6		12	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters - Democrat	477		Internet	Nonpartisan	None
69	10	7		13	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters - Republican	433		Internet	Nonpartisan	None
27	28	15		30	morning-consult-24673	Morning Consult	2016-06-08	2016-06-09		Registered Voters - independent	452		Internet	Nonpartisan	None
39	42		7	12	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters	1004	3	Live Phone	Nonpartisan	None
8	79		5	8	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - Democrat			Live Phone	Nonpartisan	None
79	6		5	10	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - Republican			Live Phone	Nonpartisan	None
35	30		17	18	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - independent			Live Phone	Nonpartisan	None
36	39	12	3	11	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters	1004	3	Live Phone	Nonpartisan	None
8	75	7	2	9	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - Democrat			Live Phone	Nonpartisan	None
72	6	11	2	9	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - Republican			Live Phone	Nonpartisan	None
32	22	23	7	17	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - independent			Live Phone	Nonpartisan	None
34	42		12	11	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters	1440		Internet	Nonpartisan	None
8	74		8	10	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters - Democrat			Internet	Nonpartisan	None
71	8		13	8	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters - Republican			Internet	Nonpartisan	None
33	29		21	17	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters - independent			Internet	Nonpartisan	None
38	42		15	5	rasmussen-24642	Rasmussen	2016-06-06	2016-06-07		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
41	44		6	9	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters	1636	3.6	Internet	Nonpartisan	None
9	84		3	5	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters - Democrat	632		Internet	Nonpartisan	None
80	6		5	9	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters - Republican	470		Internet	Nonpartisan	None
37	38		12	13	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters - independent	534		Internet	Nonpartisan	None
40	44			16	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters	4002	2	Internet	Nonpartisan	None
10	79			12	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters - Democrat	1491		Internet	Nonpartisan	None
80	10			10	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters - Republican	1199		Internet	Nonpartisan	None
38	34			28	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters - independent	1312		Internet	Nonpartisan	None
40	45		9	7	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters	828		Live Phone	Nonpartisan	None
8	84		3	5	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Democrat	291		Live Phone	Nonpartisan	None
74	12		8	6	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Republican	259		Live Phone	Nonpartisan	None
41	35		16	8	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - independent	271		Live Phone	Nonpartisan	None
36	37	9	8	10	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters	828		Live Phone	Nonpartisan	None
8	79	6	3	4	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Democrat	394		Live Phone	Nonpartisan	None
80	2	4	4	10	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Republican			Live Phone	Nonpartisan	None
28	27	16	16	13	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - independent			Live Phone	Nonpartisan	None
44	48			9	nbc-surveymonkey-24631	NBC/SurveyMonkey	2016-05-30	2016-06-05		Registered Voters	9240	1.4	Internet	Nonpartisan	None
38	39		18	5	rasmussen-24597	Rasmussen	2016-05-31	2016-06-01		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
34	43		13	10	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters	1332		Internet	Nonpartisan	None
9	72		11	8	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters - Democrat	655		Internet	Nonpartisan	None
73	9		11	6	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters - Republican			Internet	Nonpartisan	None
34	19		22	25	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters - independent			Internet	Nonpartisan	None
39	42			18	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters	4002	2	Internet	Nonpartisan	None
12	77			11	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters - Democrat	1507		Internet	Nonpartisan	None
79	10			11	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters - Republican	1147		Internet	Nonpartisan	None
36	31			33	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters - independent	1348		Internet	Nonpartisan	None
41	45		3	11	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters	1561	2.5	Live Phone	Nonpartisan	None
6	90		1	4	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Democrat			Live Phone	Nonpartisan	None
86	4		3	7	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Republican			Live Phone	Nonpartisan	None
40	37		6	17	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - independent			Live Phone	Nonpartisan	None
38	40	5	4	12	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters	1561	2.5	Live Phone	Nonpartisan	None
4	85	2	4	5	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Democrat			Live Phone	Nonpartisan	None
83	4	4	2	8	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Republican			Live Phone	Nonpartisan	None
36	29	10	8	16	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - independent			Live Phone	Nonpartisan	None
45	47			8	nbc-surveymonkey-24575	NBC/SurveyMonkey	2016-05-23	2016-05-29		Registered Voters	12969	1.2	Internet	Nonpartisan	None
36	41		13	10	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters	1271		Internet	Nonpartisan	None
12	70		10	8	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters - Democrat			Internet	Nonpartisan	None
70	9		11	10	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters - Republican			Internet	Nonpartisan	None
31	30		27	13	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters - independent			Internet	Nonpartisan	None
39	40		14	7	rasmussen-24560	Rasmussen	2016-05-23	2016-05-24		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
41	42		7	10	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters	1622	3.5	Internet	Nonpartisan	None
8	82		3	7	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters - Democrat	642		Internet	Nonpartisan	None
83	3		4	10	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters - Republican	451		Internet	Nonpartisan	None
40	36		14	12	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters - independent	529		Internet	Nonpartisan	None
40	42			18	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters	2001	1	Internet	Nonpartisan	None
13	75			12	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters - Democrat	830		Internet	Nonpartisan	None
78	10			12	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters - Republican	523		Internet	Nonpartisan	None
44	26			30	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters - independent	648		Internet	Nonpartisan	None
43	47			9	nbc-surveymonkey-24539	NBC/SurveyMonkey	2016-05-16	2016-05-22		Registered Voters	14513	1	Internet	Nonpartisan	None
46	46		2	6	arg-24535	ARG	2016-05-17	2016-05-20		Registered Voters	980	3.2	Live Phone	Nonpartisan	None
42	44			14	schoen-d-24527	Schoen (D)	2016-05-16	2016-05-19		Likely Voters	1000	3	Live Phone	Pollster	Dem
46	44		7	3	abc-post-24526	ABC/Post	2016-05-16	2016-05-19		Registered Voters	829	3.5	Live Phone	Nonpartisan	None
43	46		9	2	nbc-wsj-24525	NBC/WSJ	2016-05-15	2016-05-19		Registered Voters	1000	3.1	Live Phone	Nonpartisan	None
42	37		13	7	rasmussen-24514	Rasmussen	2016-05-17	2016-05-18		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
36	41		14	9	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters	1397		Internet	Nonpartisan	None
10	73		10	7	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters - Democrat			Internet	Nonpartisan	None
72	6		14	7	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters - Republican			Internet	Nonpartisan	None
41	22		21	14	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters - independent			Internet	Nonpartisan	None
45	42		3	9	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters	1021	3	Live Phone	Nonpartisan	None
6	83		3	8	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Democrat			Live Phone	Nonpartisan	None
82	7		4	8	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Republican			Live Phone	Nonpartisan	None
46	30		4	20	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - independent			Live Phone	Nonpartisan	None
42	39	10	2	4	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters	1021	3	Live Phone	Nonpartisan	None
5	78	8	2	7	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Democrat			Live Phone	Nonpartisan	None
77	7	8	2	6	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Republican			Live Phone	Nonpartisan	None
41	24	18	2	16	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - independent			Live Phone	Nonpartisan	None
41	47		2	10	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters	1109		Live Phone	Nonpartisan	None
5	88		1	5	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters - Democrat			Live Phone	Nonpartisan	None
85	6		2	7	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters - Republican			Live Phone	Nonpartisan	None
40	40		3	17	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters - independent			Live Phone	Nonpartisan	None
42	46			12	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters	1000	3.1	Internet	Pollster	Rep
12	81			8	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters - Democrat			Internet	Pollster	Rep
83	11			7	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters - Republican			Internet	Pollster	Rep
34	41			25	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters - independent			Internet	Pollster	Rep
40	42			17	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters	3971	2	Internet	Nonpartisan	None
13	76			11	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters - Democrat	1519		Internet	Nonpartisan	None
76	11			13	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters - Republican	1217		Internet	Nonpartisan	None
39	32			29	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters - independent	1235		Internet	Nonpartisan	None
45	48			7	nbc-surveymonkey-24497	NBC/SurveyMonkey	2016-05-09	2016-05-15		Registered Voters	12507	1.2	Internet	Nonpartisan	None
